"experiment","folder","file","distribution_code","distribution","rmse_best","l1_best","linf_best","rmse_i","rmse_ii","rmse_iii","rmse_iv","rmse_v","l1_i","l1_ii","l1_iii","l1_iv","l1_v","linf_i","linf_ii","linf_iii","linf_iv","linf_v","rmse_friedman_chisq","rmse_friedman_df","rmse_friedman_p","rmse_kendall_w","rmse_anova_f","rmse_anova_p","l1_friedman_chisq","l1_friedman_df","l1_friedman_p","l1_kendall_w","l1_anova_f","l1_anova_p","linf_friedman_chisq","linf_friedman_df","linf_friedman_p","linf_kendall_w","linf_anova_f","linf_anova_p"
432,"ex432","faces_ex432.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.0562,0.0454,0.0299,0.03,0.0305,0.1527,0.1231,0.0804,0.0808,0.0822,0.0764,0.0615,0.0402,0.0404,0.0411,65.195,4,"=2.341e-13",0.049,14.663,"1.007e-11",50.022,4,"=3.573e-10",0.038,14.63,"1.071e-11",50.022,4,"=3.573e-10",0.038,14.63,"1.071e-11"
433,"ex433","faces_ex433.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.1002,0.1216,0.089,0.0908,0.0898,0.271,0.328,0.239,0.245,0.242,0.135,0.164,0.12,0.122,0.121,91.481,4,"<2.2e-16",0.069,26,"<",85.365,4,"<2.2e-16",0.065,26.07,"<",85.365,4,"<2.2e-16",0.065,26.07,"<"
434,"ex434","faces_ex434.lst",2,"Lognormal","(v)","(v)","(v)",0.0726,0.0928,0.0693,0.0704,0.068,0.195,0.249,0.186,0.188,0.182,0.0977,0.1247,0.0928,0.0942,0.0911,95.265,4,"<2.2e-16",0.072,24.58,"<",85.825,4,"<2.2e-16",0.065,24.439,"<",85.825,4,"<2.2e-16",0.065,24.439,"<"
435,"ex435","faces_ex435.lst",2,"Lognormal","(i)","(i)","(i)",0.0477,0.071,0.0521,0.0531,0.0511,0.129,0.191,0.14,0.143,0.138,0.0643,0.0953,0.0701,0.0714,0.069,126.17,4,"<2.2e-16",0.096,39.498,"<",123.76,4,"<2.2e-16",0.094,37.689,"<",123.76,4,"<2.2e-16",0.094,37.689,"<"
436,"ex436","faces_ex436.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.1052,0.1237,0.0976,0.0997,0.0976,0.283,0.334,0.262,0.268,0.262,0.142,0.167,0.131,0.134,0.131,105.12,4,"<2.2e-16",0.08,19.805,"7.574e-16",97.904,4,"<2.2e-16",0.074,20.062,"4.723e-16",97.904,4,"<2.2e-16",0.074,20.062,"4.723e-16"
437,"ex437","faces_ex437.lst",2,"Lognormal","(v)","(v)","(v)",0.0743,0.0851,0.0679,0.0678,0.0674,0.2,0.23,0.183,0.183,0.182,0.1,0.1151,0.0917,0.0915,0.091,54.819,4,"=3.545e-11",0.042,13.211,"1.482e-10",53.362,4,"=7.156e-11",0.04,13.04,"2.036e-10",53.362,4,"=7.156e-11",0.04,13.04,"2.036e-10"
438,"ex438","faces_ex438.lst",2,"Lognormal","(i)","(i)","(i)",0.0479,0.0677,0.0497,0.0503,0.0488,0.128,0.182,0.133,0.135,0.131,0.0641,0.0912,0.0667,0.0677,0.0655,93.944,4,"<2.2e-16",0.071,20.539,"<",95.222,4,"<2.2e-16",0.072,20.534,"<",95.222,4,"<2.2e-16",0.072,20.534,"<"
439,"ex439","faces_ex439.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.1101,0.1309,0.0963,0.098,0.0977,0.296,0.354,0.259,0.265,0.263,0.148,0.177,0.13,0.132,0.132,60.051,4,"=2.83e-12",0.045,21.536,"<",61.758,4,"=1.239e-12",0.047,21.472,"<",61.758,4,"=1.239e-12",0.047,21.472,"<"
440,"ex440","faces_ex440.lst",2,"Lognormal","(v)","(v)","(v)",0.079,0.092,0.0763,0.0764,0.0749,0.214,0.248,0.206,0.206,0.202,0.107,0.124,0.103,0.103,0.101,39.45,4,"=5.625e-08",0.03,13.794,"5.034e-11",38.868,4,"=7.418e-08",0.029,13.143,"1.682e-10",38.868,4,"=7.418e-08",0.029,13.143,"1.682e-10"
441,"ex441","faces_ex441.lst",2,"Lognormal","(i)","(i)","(i)",0.047,0.074,0.0553,0.055,0.0545,0.127,0.198,0.148,0.148,0.147,0.0634,0.099,0.0742,0.0739,0.0734,101.47,4,"<2.2e-16",0.077,42.302,"<",99.525,4,"<2.2e-16",0.075,40.549,"<",99.525,4,"<2.2e-16",0.075,40.549,"<"
442,"ex442","faces_ex442.lst",2,"Lognormal","(v)","(v)","(v)",0.0958,0.1163,0.0915,0.0918,0.091,0.258,0.313,0.246,0.247,0.245,0.129,0.156,0.123,0.123,0.122,48.039,4,"=9.264e-10",0.036,19.335,"1.799e-15",44.601,4,"=4.812e-09",0.034,18.993,"3.376e-15",44.601,4,"=4.812e-09",0.034,18.993,"3.376e-15"
443,"ex443","faces_ex443.lst",2,"Lognormal","(v)","(v)","(v)",0.0734,0.0915,0.0727,0.0724,0.0707,0.199,0.246,0.196,0.195,0.19,0.0993,0.1231,0.0981,0.0976,0.0949,74.817,4,"=2.178e-15",0.057,16.831,"1.826e-13",73.19,4,"=4.809e-15",0.055,16.598,"2.81e-13",73.19,4,"=4.809e-15",0.055,16.598,"2.81e-13"
444,"ex444","faces_ex444.lst",2,"Lognormal","(i)","(i)","(i)",0.0515,0.066,0.0534,0.053,0.0524,0.139,0.178,0.144,0.143,0.141,0.0697,0.0892,0.072,0.0713,0.0705,95.183,4,"<2.2e-16",0.072,10.993,"9.023e-09",92.616,4,"<2.2e-16",0.07,10.733,"1.459e-08",92.616,4,"<2.2e-16",0.07,10.733,"1.459e-08"
445,"ex445","faces_ex445.lst",2,"Lognormal","(v)","(v)","(v)",0.0908,0.1216,0.0902,0.0904,0.0893,0.245,0.328,0.243,0.244,0.241,0.122,0.164,0.121,0.122,0.12,45.418,4,"=3.254e-09",0.034,31.503,"<",45.326,4,"=3.401e-09",0.034,30.983,"<",45.326,4,"=3.401e-09",0.034,30.983,"<"
446,"ex446","faces_ex446.lst",2,"Lognormal","(v)","(v)","(v)",0.0724,0.0879,0.0707,0.0707,0.069,0.195,0.236,0.19,0.19,0.185,0.0977,0.118,0.0948,0.0949,0.0926,61.435,4,"=1.448e-12",0.047,15.029,"5.118e-12",56.589,4,"=1.509e-11",0.043,14.315,"1.919e-11",56.589,4,"=1.509e-11",0.043,14.315,"1.919e-11"
447,"ex447","faces_ex447.lst",2,"Lognormal","(i)","(i)","(i)",0.0454,0.0694,0.0515,0.0517,0.0505,0.122,0.186,0.138,0.139,0.136,0.0612,0.0929,0.0692,0.0694,0.0678,107.6,4,"<2.2e-16",0.082,18.408,"9.937e-15",114.6,4,"<2.2e-16",0.087,17.954,"2.296e-14",114.6,4,"<2.2e-16",0.087,17.954,"2.296e-14"
448,"ex448","faces_ex448.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.0998,0.1181,0.0934,0.0937,0.0953,0.268,0.319,0.251,0.252,0.256,0.134,0.159,0.126,0.126,0.128,42.114,4,"=1.58e-08",0.032,13.96,"3.702e-11",37.75,4,"=1.262e-07",0.029,14.175,"2.484e-11",37.75,4,"=1.262e-07",0.029,14.175,"2.484e-11"
449,"ex449","faces_ex449.lst",2,"Lognormal","(v)","(v)","(v)",0.0746,0.0883,0.0714,0.0708,0.0693,0.202,0.237,0.191,0.189,0.185,0.1009,0.1185,0.0955,0.0947,0.0927,61.976,4,"=1.115e-12",0.047,13.863,"4.431e-11",62.565,4,"=8.379e-13",0.047,14.073,"3.002e-11",62.565,4,"=8.379e-13",0.047,14.073,"3.002e-11"
450,"ex450","faces_ex450.lst",2,"Lognormal","(i)","(i)","(i)",0.0445,0.0646,0.0526,0.0528,0.0514,0.12,0.173,0.141,0.141,0.137,0.0599,0.0866,0.0703,0.0706,0.0686,74.691,4,"=2.316e-15",0.057,31.516,"<",71.821,4,"=9.365e-15",0.054,31.353,"<",71.821,4,"=9.365e-15",0.054,31.353,"<"
451,"ex451","faces_ex451.lst",2,"Lognormal","(iii)","(iii)","(iii)",0.097,0.1069,0.0847,0.0847,0.0848,0.262,0.29,0.229,0.229,0.229,0.131,0.145,0.114,0.114,0.114,25.68,4,"=3.671e-05",0.019,14.296,"1.988e-11",35.556,4,"=3.57e-07",0.027,14.522,"1.308e-11",35.556,4,"=3.57e-07",0.027,14.522,"1.308e-11"
452,"ex452","faces_ex452.lst",2,"Lognormal","(v)","(v)","(v)",0.0781,0.0834,0.0648,0.0645,0.0639,0.213,0.226,0.174,0.173,0.172,0.1063,0.1128,0.0872,0.0867,0.0858,57.595,4,"=9.28e-12",0.044,12.397,"6.696e-10",50.126,4,"=3.399e-10",0.038,12.704,"3.793e-10",50.126,4,"=3.399e-10",0.038,12.704,"3.793e-10"
453,"ex453","faces_ex453.lst",2,"Lognormal","(i)","(i)","(i)",0.047,0.0653,0.0527,0.0528,0.0511,0.127,0.175,0.141,0.141,0.137,0.0633,0.0876,0.0705,0.0706,0.0684,113.77,4,"<2.2e-16",0.086,13.183,"1.561e-10",103.2,4,"<2.2e-16",0.078,13.042,"2.028e-10",103.2,4,"<2.2e-16",0.078,13.042,"2.028e-10"
454,"ex454","faces_ex454.lst",2,"Lognormal","(v)","(iii)","(v)",0.0893,0.1046,0.085,0.0854,0.0849,0.238,0.281,0.227,0.228,0.227,0.119,0.14,0.114,0.114,0.113,50.766,4,"=2.498e-10",0.038,13.829,"4.722e-11",65.341,4,"=2.181e-13",0.05,14.481,"1.411e-11",65.341,4,"=2.181e-13",0.05,14.481,"1.411e-11"
455,"ex455","faces_ex455.lst",2,"Lognormal","(v)","(v)","(v)",0.0751,0.0863,0.0666,0.0662,0.0653,0.204,0.232,0.179,0.178,0.176,0.1021,0.1162,0.0897,0.0892,0.0881,91.018,4,"<2.2e-16",0.069,14.608,"1.114e-11",88.604,4,"<2.2e-16",0.067,14.19,"2.418e-11",88.604,4,"<2.2e-16",0.067,14.19,"2.418e-11"
456,"ex456","faces_ex456.lst",2,"Lognormal","(v)","(i)","(i)",0.0498,0.0652,0.0501,0.0502,0.0496,0.134,0.176,0.135,0.135,0.134,0.0668,0.088,0.0675,0.0676,0.0668,90.342,4,"<2.2e-16",0.068,18.32,"1.168e-14",91.152,4,"<2.2e-16",0.069,18.381,"1.044e-14",91.152,4,"<2.2e-16",0.069,18.381,"1.044e-14"
457,"ex457","faces_ex457.lst",2,"Lognormal","(i)","(i)","(i)",0.0843,0.1048,0.0855,0.0857,0.0847,0.227,0.282,0.231,0.231,0.228,0.114,0.141,0.115,0.115,0.114,97.239,4,"<2.2e-16",0.074,30.942,"<",88.676,4,"<2.2e-16",0.067,30.321,"<",88.676,4,"<2.2e-16",0.067,30.321,"<"
458,"ex458","faces_ex458.lst",2,"Lognormal","(v)","(v)","(v)",0.0805,0.0855,0.0716,0.0714,0.0702,0.218,0.23,0.192,0.192,0.189,0.1092,0.1149,0.0962,0.096,0.0943,63.537,4,"=5.231e-13",0.048,10.074,"4.944e-08",55.04,4,"=3.187e-11",0.042,10.115,"4.583e-08",55.04,4,"=3.187e-11",0.042,10.115,"4.583e-08"
459,"ex459","faces_ex459.lst",2,"Lognormal","(i)","(i)","(i)",0.0479,0.0627,0.0489,0.0489,0.0481,0.129,0.168,0.131,0.131,0.129,0.0646,0.0842,0.0656,0.0656,0.0646,84.107,4,"<2.2e-16",0.064,11.994,"1.415e-09",80.463,4,"<2.2e-16",0.061,12.182,"9.987e-10",80.463,4,"<2.2e-16",0.061,12.182,"9.987e-10"
460,"ex460","faces_ex460.lst",2,"Lognormal","(i)","(i)","(i)",0.141,0.171,0.15,0.151,0.144,0.381,0.46,0.403,0.405,0.386,0.191,0.23,0.202,0.202,0.193,34.628,4,"=5.539e-07",0.026,16.273,"5.119e-13",39.328,4,"=5.959e-08",0.03,15.743,"1.365e-12",39.328,4,"=5.959e-08",0.03,15.743,"1.365e-12"
461,"ex461","faces_ex461.lst",2,"Lognormal","(i)","(i)","(i)",0.0993,0.134,0.1158,0.1113,0.1063,0.268,0.36,0.311,0.298,0.286,0.134,0.18,0.155,0.149,0.143,92.337,4,"<2.2e-16",0.07,29.508,"<",83.692,4,"<2.2e-16",0.063,28.936,"<",83.692,4,"<2.2e-16",0.063,28.936,"<"
462,"ex462","faces_ex462.lst",2,"Lognormal","(i)","(i)","(i)",0.0792,0.1078,0.099,0.0975,0.0935,0.214,0.289,0.265,0.261,0.251,0.107,0.144,0.132,0.13,0.126,61.714,4,"=1.265e-12",0.047,21.14,"<",63.578,4,"=5.127e-13",0.048,19.585,"1.137e-15",63.578,4,"=5.127e-13",0.048,19.585,"1.137e-15"
463,"ex463","faces_ex463.lst",2,"Lognormal","(i)","(i)","(i)",0.143,0.186,0.157,0.155,0.148,0.385,0.5,0.421,0.419,0.399,0.193,0.25,0.211,0.209,0.199,32.638,4,"=1.417e-06",0.025,25.866,"<",32.948,4,"=1.224e-06",0.025,25.037,"<",32.948,4,"=1.224e-06",0.025,25.037,"<"
464,"ex464","faces_ex464.lst",2,"Lognormal","(i)","(i)","(i)",0.0968,0.1439,0.1179,0.1155,0.1092,0.26,0.388,0.317,0.311,0.293,0.13,0.194,0.158,0.156,0.147,122.99,4,"<2.2e-16",0.093,36.071,"<",119.4,4,"<2.2e-16",0.09,35.703,"<",119.4,4,"<2.2e-16",0.09,35.703,"<"
465,"ex465","faces_ex465.lst",2,"Lognormal","(i)","(i)","(i)",0.0837,0.1202,0.1,0.0986,0.0947,0.226,0.323,0.267,0.263,0.255,0.113,0.162,0.134,0.132,0.127,92.882,4,"<2.2e-16",0.07,30.521,"<",86.996,4,"<2.2e-16",0.066,30.512,"<",86.996,4,"<2.2e-16",0.066,30.512,"<"
466,"ex466","faces_ex466.lst",2,"Lognormal","(i)","(i)","(i)",0.149,0.198,0.162,0.16,0.155,0.402,0.53,0.436,0.431,0.417,0.201,0.265,0.218,0.215,0.209,53.072,4,"=8.233e-11",0.04,30.205,"<",57.253,4,"=1.095e-11",0.043,28.99,"<",57.253,4,"=1.095e-11",0.043,28.99,"<"
467,"ex467","faces_ex467.lst",2,"Lognormal","(i)","(i)","(i)",0.102,0.137,0.125,0.121,0.112,0.275,0.368,0.334,0.324,0.301,0.137,0.184,0.167,0.162,0.151,87.229,4,"<2.2e-16",0.066,26.961,"<",92.099,4,"<2.2e-16",0.07,27.08,"<",92.099,4,"<2.2e-16",0.07,27.08,"<"
468,"ex468","faces_ex468.lst",2,"Lognormal","(i)","(i)","(i)",0.0791,0.1124,0.0949,0.095,0.0946,0.213,0.303,0.254,0.254,0.254,0.107,0.151,0.127,0.127,0.127,75.617,4,"=1.475e-15",0.057,20.638,"<",72.642,4,"=6.278e-15",0.055,20.349,"2.782e-16",72.642,4,"=6.278e-15",0.055,20.349,"2.782e-16"
469,"ex469","faces_ex469.lst",2,"Lognormal","(i)","(i)","(i)",0.141,0.179,0.156,0.155,0.15,0.378,0.48,0.418,0.415,0.403,0.189,0.24,0.209,0.208,0.201,55.408,4,"=2.669e-11",0.042,23.63,"<",60.436,4,"=2.349e-12",0.046,22.828,"<",60.436,4,"=2.349e-12",0.046,22.828,"<"
470,"ex470","faces_ex470.lst",2,"Lognormal","(i)","(i)","(i)",0.104,0.147,0.121,0.119,0.114,0.28,0.395,0.323,0.32,0.305,0.14,0.197,0.161,0.16,0.153,116.12,4,"<2.2e-16",0.088,35.784,"<",119.06,4,"<2.2e-16",0.09,36.258,"<",119.06,4,"<2.2e-16",0.09,36.258,"<"
471,"ex471","faces_ex471.lst",2,"Lognormal","(i)","(i)","(i)",0.0783,0.1114,0.0945,0.0927,0.0935,0.212,0.3,0.253,0.249,0.252,0.106,0.15,0.127,0.124,0.126,85.108,4,"<2.2e-16",0.064,19.933,"5.99e-16",88.984,4,"<2.2e-16",0.067,19.197,"2.321e-15",88.984,4,"<2.2e-16",0.067,19.197,"2.321e-15"
472,"ex472","faces_ex472.lst",2,"Lognormal","(i)","(i)","(i)",0.136,0.186,0.152,0.151,0.145,0.366,0.502,0.408,0.405,0.388,0.183,0.251,0.204,0.202,0.194,65.365,4,"=2.156e-13",0.05,31.308,"<",69.476,4,"=2.928e-14",0.053,32.729,"<",69.476,4,"=2.928e-14",0.053,32.729,"<"
473,"ex473","faces_ex473.lst",2,"Lognormal","(i)","(i)","(i)",0.109,0.139,0.129,0.126,0.121,0.294,0.372,0.346,0.339,0.324,0.147,0.186,0.173,0.169,0.162,76.914,4,"=7.843e-16",0.058,14.079,"2.972e-11",77.023,4,"=7.437e-16",0.058,13.44,"9.71e-11",77.023,4,"=7.437e-16",0.058,13.44,"9.71e-11"
474,"ex474","faces_ex474.lst",2,"Lognormal","(i)","(i)","(i)",0.0757,0.1071,0.0892,0.0877,0.0848,0.205,0.287,0.239,0.235,0.228,0.102,0.144,0.119,0.118,0.114,66.388,4,"=1.312e-13",0.05,25.391,"<",62.592,4,"=8.271e-13",0.047,24.133,"<",62.592,4,"=8.271e-13",0.047,24.133,"<"
475,"ex475","faces_ex475.lst",2,"Lognormal","(i)","(i)","(i)",0.15,0.191,0.161,0.159,0.156,0.403,0.512,0.43,0.426,0.417,0.201,0.256,0.215,0.213,0.209,42.805,4,"=1.136e-08",0.032,26.404,"<",43.985,4,"=6.461e-09",0.033,27.198,"<",43.985,4,"=6.461e-09",0.033,27.198,"<"
476,"ex476","faces_ex476.lst",2,"Lognormal","(i)","(i)","(i)",0.101,0.14,0.118,0.116,0.11,0.272,0.377,0.318,0.312,0.295,0.136,0.188,0.159,0.156,0.148,89.855,4,"<2.2e-16",0.068,26.112,"<",98.029,4,"<2.2e-16",0.074,26.553,"<",98.029,4,"<2.2e-16",0.074,26.553,"<"
477,"ex477","faces_ex477.lst",2,"Lognormal","(i)","(i)","(i)",0.0744,0.1145,0.095,0.0932,0.0913,0.201,0.308,0.254,0.249,0.246,0.1,0.154,0.127,0.125,0.123,160.53,4,"<2.2e-16",0.122,34.865,"<",155.29,4,"<2.2e-16",0.118,33.541,"<",155.29,4,"<2.2e-16",0.118,33.541,"<"
478,"ex478","faces_ex478.lst",2,"Lognormal","(i)","(i)","(i)",0.139,0.177,0.151,0.15,0.145,0.373,0.474,0.407,0.403,0.39,0.186,0.237,0.203,0.201,0.195,66.764,4,"=1.093e-13",0.051,28.242,"<",52.364,4,"=1.158e-10",0.04,27.135,"<",52.364,4,"=1.158e-10",0.04,27.135,"<"
479,"ex479","faces_ex479.lst",2,"Lognormal","(i)","(i)","(i)",0.105,0.137,0.125,0.123,0.117,0.282,0.366,0.335,0.327,0.312,0.141,0.183,0.167,0.164,0.156,115.25,4,"<2.2e-16",0.087,20.199,"3.671e-16",108.01,4,"<2.2e-16",0.082,20.071,"4.642e-16",108.01,4,"<2.2e-16",0.082,20.071,"4.642e-16"
480,"ex480","faces_ex480.lst",2,"Lognormal","(i)","(i)","(i)",0.0774,0.1041,0.0949,0.0938,0.0948,0.21,0.279,0.254,0.252,0.255,0.105,0.14,0.127,0.126,0.128,70.187,4,"=2.073e-14",0.053,14.864,"6.939e-12",63.956,4,"=4.269e-13",0.048,13.733,"5.635e-11",63.956,4,"=4.269e-13",0.048,13.733,"5.635e-11"
481,"ex481","faces_ex481.lst",2,"Lognormal","(i)","(i)","(i)",0.137,0.178,0.152,0.151,0.145,0.367,0.477,0.409,0.406,0.389,0.183,0.238,0.205,0.203,0.195,54.395,4,"=4.35e-11",0.041,23.124,"<",50.577,4,"=2.736e-10",0.038,22.435,"<",50.577,4,"=2.736e-10",0.038,22.435,"<"
482,"ex482","faces_ex482.lst",2,"Lognormal","(i)","(i)","(i)",0.0995,0.1245,0.1147,0.1122,0.1083,0.268,0.334,0.308,0.302,0.291,0.134,0.167,0.154,0.151,0.146,63.05,4,"=6.624e-13",0.048,12.471,"5.838e-10",60.259,4,"=2.559e-12",0.046,12.06,"1.252e-09",60.259,4,"=2.559e-12",0.046,12.06,"1.252e-09"
483,"ex483","faces_ex483.lst",2,"Lognormal","(i)","(i)","(i)",0.071,0.1034,0.095,0.0931,0.0898,0.192,0.278,0.256,0.25,0.242,0.096,0.139,0.128,0.125,0.121,101.9,4,"<2.2e-16",0.077,30.219,"<",102.47,4,"<2.2e-16",0.078,29.874,"<",102.47,4,"<2.2e-16",0.078,29.874,"<"
484,"ex484","faces_ex484.lst",2,"Lognormal","(i)","(i)","(i)",0.141,0.186,0.155,0.154,0.151,0.379,0.5,0.417,0.412,0.406,0.19,0.25,0.208,0.206,0.203,73.261,4,"=4.647e-15",0.056,29.277,"<",63.059,4,"=6.593e-13",0.048,28.459,"<",63.059,4,"=6.593e-13",0.048,28.459,"<"
485,"ex485","faces_ex485.lst",2,"Lognormal","(i)","(i)","(i)",0.0981,0.1362,0.1169,0.1144,0.108,0.264,0.368,0.313,0.306,0.288,0.132,0.184,0.156,0.153,0.144,120.42,4,"<2.2e-16",0.091,27.822,"<",133.23,4,"<2.2e-16",0.101,29.222,"<",133.23,4,"<2.2e-16",0.101,29.222,"<"
486,"ex486","faces_ex486.lst",2,"Lognormal","(i)","(i)","(i)",0.0761,0.1087,0.0935,0.0932,0.0884,0.206,0.291,0.251,0.25,0.238,0.103,0.146,0.125,0.125,0.119,64.056,4,"=4.068e-13",0.049,22.212,"<",65.578,4,"=1.944e-13",0.05,21.53,"<",65.578,4,"=1.944e-13",0.05,21.53,"<"
487,"ex487","faces_ex487.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.0899,0.105,0.0874,0.0913,0.0903,0.243,0.283,0.236,0.247,0.244,0.121,0.142,0.118,0.124,0.122,51.04,4,"=2.19e-10",0.039,22.799,"<",65.963,4,"=1.612e-13",0.05,21.973,"<",65.963,4,"=1.612e-13",0.05,21.973,"<"
488,"ex488","faces_ex488.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.0658,0.0774,0.0621,0.0637,0.0632,0.178,0.209,0.168,0.173,0.171,0.089,0.1047,0.0839,0.0863,0.0854,39.968,4,"=4.394e-08",0.03,19.336,"1.795e-15",43.217,4,"=9.329e-09",0.033,19.871,"6.71e-16",43.217,4,"=9.329e-09",0.033,19.871,"6.71e-16"
489,"ex489","faces_ex489.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.05,0.0589,0.0468,0.0478,0.0473,0.135,0.159,0.126,0.129,0.128,0.0676,0.0794,0.0632,0.0646,0.0639,32.785,4,"=1.322e-06",0.025,15.565,"1.896e-12",40.72,4,"=3.072e-08",0.031,14.772,"8.231e-12",40.72,4,"=3.072e-08",0.031,14.772,"8.231e-12"
490,"ex490","faces_ex490.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.0979,0.1113,0.0935,0.0971,0.0978,0.264,0.299,0.252,0.262,0.264,0.132,0.15,0.126,0.131,0.132,42.916,4,"=1.077e-08",0.033,23.29,"<",47.438,4,"=1.236e-09",0.036,22.234,"<",47.438,4,"=1.236e-09",0.036,22.234,"<"
491,"ex491","faces_ex491.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.0733,0.0831,0.0662,0.0678,0.0674,0.197,0.224,0.178,0.182,0.181,0.0987,0.112,0.0889,0.0908,0.0905,59.762,4,"=3.254e-12",0.045,23.427,"<",58.89,4,"=4.963e-12",0.045,23.165,"<",58.89,4,"=4.963e-12",0.045,23.165,"<"
492,"ex492","faces_ex492.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.0494,0.0592,0.0466,0.0479,0.0471,0.133,0.16,0.125,0.129,0.126,0.0664,0.0798,0.0627,0.0645,0.0632,54.848,4,"=3.495e-11",0.042,24.223,"<",61.263,4,"=1.574e-12",0.046,24.713,"<",61.263,4,"=1.574e-12",0.046,24.713,"<"
493,"ex493","faces_ex493.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.0954,0.1126,0.0927,0.0967,0.0958,0.258,0.303,0.25,0.261,0.259,0.129,0.152,0.125,0.131,0.129,53.646,4,"=6.242e-11",0.041,21.332,"<",52.785,4,"=9.45e-11",0.04,21.381,"<",52.785,4,"=9.45e-11",0.04,21.381,"<"
494,"ex494","faces_ex494.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.0731,0.0871,0.0705,0.0729,0.0714,0.197,0.234,0.189,0.196,0.192,0.0983,0.117,0.0945,0.098,0.0958,50.211,4,"=3.263e-10",0.038,26.869,"<",53.04,4,"=8.359e-11",0.04,26.261,"<",53.04,4,"=8.359e-11",0.04,26.261,"<"
495,"ex495","faces_ex495.lst",3,"Negative binomial","(iii)","(iii)","(v)",0.0565,0.0674,0.0519,0.053,0.0519,0.152,0.182,0.14,0.143,0.14,0.0761,0.0908,0.0699,0.0716,0.0698,75.726,4,"=1.399e-15",0.057,21.611,"<",64.89,4,"=2.715e-13",0.049,20.891,"<",64.89,4,"=2.715e-13",0.049,20.891,"<"
496,"ex496","faces_ex496.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.0818,0.0946,0.0801,0.082,0.0818,0.221,0.255,0.215,0.222,0.221,0.11,0.128,0.108,0.111,0.11,28.669,4,"=9.126e-06",0.022,22.203,"<",45.438,4,"=3.224e-09",0.034,21.859,"<",45.438,4,"=3.224e-09",0.034,21.859,"<"
497,"ex497","faces_ex497.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.0652,0.0716,0.0549,0.0557,0.0562,0.176,0.192,0.148,0.15,0.151,0.0882,0.0962,0.0738,0.0748,0.0757,67.428,4,"=7.92e-14",0.051,21.559,"<",66.048,4,"=1.547e-13",0.05,21.322,"<",66.048,4,"=1.547e-13",0.05,21.322,"<"
498,"ex498","faces_ex498.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.0472,0.0503,0.0388,0.0392,0.0389,0.128,0.136,0.105,0.106,0.105,0.064,0.0679,0.0525,0.0531,0.0527,61.896,4,"=1.159e-12",0.047,10.174,"4.108e-08",55.256,4,"=2.872e-11",0.042,9.6638,"1.055e-07",55.256,4,"=2.872e-11",0.042,9.6638,"1.055e-07"
499,"ex499","faces_ex499.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.0813,0.0982,0.0795,0.0822,0.0813,0.219,0.264,0.214,0.221,0.219,0.109,0.132,0.107,0.111,0.109,81.653,4,"<2.2e-16",0.062,25.096,"<",79.879,4,"<2.2e-16",0.061,25.452,"<",79.879,4,"<2.2e-16",0.061,25.452,"<"
500,"ex500","faces_ex500.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.0684,0.0711,0.0586,0.0599,0.0591,0.185,0.192,0.158,0.161,0.159,0.0926,0.0958,0.0789,0.0807,0.0796,34.572,4,"=5.687e-07",0.026,11.234,"5.78e-09",39.719,4,"=4.949e-08",0.03,10.982,"9.21e-09",39.719,4,"=4.949e-08",0.03,10.982,"9.21e-09"
501,"ex501","faces_ex501.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.0608,0.0556,0.0423,0.0427,0.0424,0.165,0.15,0.114,0.114,0.114,0.0825,0.0752,0.0568,0.0572,0.0571,56.524,4,"=1.557e-11",0.043,15.358,"2.78e-12",62.33,4,"=9.39e-13",0.047,15.516,"2.078e-12",62.33,4,"=9.39e-13",0.047,15.516,"2.078e-12"
502,"ex502","faces_ex502.lst",3,"Negative binomial","(iii)","(iii)","(iii)",0.0875,0.0996,0.0843,0.0862,0.0866,0.236,0.269,0.228,0.233,0.233,0.118,0.135,0.114,0.116,0.117,56.841,4,"=1.336e-11",0.043,17.848,"2.788e-14",49.224,4,"=5.242e-10",0.037,17.953,"2.301e-14",49.224,4,"=5.242e-10",0.037,17.953,"2.301e-14"
